4.704119176594305429e+01,2.624799209441478354e+01
-1.196380897329661508e+01,1.267012947831642222e+01
-8.737132317505309942e+00,-1.166248785638551233e+01
-1.247818333365785826e+01,1.113341357019183953e+01
2.414960465805378931e+00,8.083119919032389689e+00
1.698746305073130358e+01,7.690072791872785807e+00
3.013716008116688982e+01,-6.085405809184260661e+00
-1.136800854932445759e+01,6.596958103093261139e-01
-7.226398480511558198e+00,-2.190204721889325512e+01
-1.372336037831299471e+01,2.693941986355157070e+01
-1.308217240983985796e+01,1.093262980018927877e+01
-1.345334327970970278e+01,1.064575674011156536e+01
-1.266831175207381044e+01,1.715525051782032051e+01
-1.004726768258858627e+01,-1.213374663085327931e+01
-1.238493568229630526e+01,9.309031373280527433e+00
-1.251312780526873958e+01,1.800832482823485492e+01
-8.820105085428265212e+00,-9.415912924254145722e+00
-1.160451740615791572e+01,-1.615162416352830421e+00
-4.830123572861879211e+00,-3.311287648260427119e+01
-5.210999195617996627e+00,-2.992360850020927643e+01
1.715949699628465552e+01,-2.821900346019144301e+00
-3.024031628047722631e+00,-4.327776237691529104e+01
4.085094553156463348e+01,-3.587383061028460940e+00
5.276310480518528578e+01,1.545285052913394130e+00
-1.094558882581722870e+01,-9.375211271275681213e+00
4.391923476367286128e+01,-2.824076597434198366e+00
6.308442743251565332e+01,6.199978868029639933e+00
-1.386717596976360056e+01,3.040852380195067539e+01
-4.411110947267723681e+00,-1.260852384720688946e+01
5.804856619649172700e+01,2.773287402036626048e+00
-1.173558371302475756e+01,8.423301052278748813e+00
-1.157312662769809108e+01,-1.245690981552406384e+01
-8.284162030205022731e+00,-1.286635272988772272e+01
-1.063020411975771040e+01,-6.625245550331943178e+00
-7.910271917077346338e+00,-1.361074837719335662e+01
-9.767900250823284836e+00,-3.084865968509324374e-01
2.551583851213545628e+01,-6.269907969683462312e+00
-1.414293407661895863e+01,3.129763885821821390e+01
-9.128348500767549112e+00,-1.254773543125074475e+01
-1.449211309742906550e+01,2.452368844502010958e+01
-4.593923379564643028e+00,-3.081365918485720456e+01
3.543948667997744995e+00,1.792146919977646036e+01
-1.251944258468851423e+01,1.510658955192361752e+01
-6.882952503043016534e+00,-2.874089051542488349e+01
-1.142826849397827260e+01,-8.091851350356087380e+00
3.234219310696758498e+01,-3.914522219619703147e+00
-1.356185940717661431e+01,2.537534373611021721e+01
-1.224855519845329965e+01,2.018786782121045320e+01
-1.101656704363991146e+01,-1.187738138034789337e+01
-1.337859306064490106e+01,1.710720953873039818e+01
-9.507845788763431116e+00,-9.761254440428512424e+00
-1.459727854235501709e+01,2.814091974509973682e+01
7.791365993979196825e-01,2.153817817829140679e+01
-1.066168713917699939e+01,-6.152111150014089702e+00
-6.593192305859639113e+00,-2.328510609765209338e+01
-8.332740269626610186e+00,-1.427431789104441684e+01
-1.022479299835981337e+01,4.546813570510643832e-02
-9.267427060724301668e+00,-8.872296312715041822e+00
2.469779585948198530e+01,-1.089810930380486376e+00
2.629955526199014670e+01,7.026999150018284901e+00
1.287909902837895970e+01,1.401792270369760374e+01
-1.265324039797579303e+01,9.785454436541463963e+00
-8.515208664899313717e+00,7.802076239005546476e+00
1.239486917067707417e+01,1.108891744586965622e+01
-1.119561880856277902e+01,1.272089497751064435e+01
-1.175348699424976751e+01,1.435266104531465992e+01
-3.246304313243472350e+00,-4.821158677413190929e+01
-4.794245977988577323e+00,4.347322831422542500e+00
-3.861408755574970986e+00,-3.109555494583912960e+01
