-3.098864832415945259e+01,4.452227840917788626e+01,-5.995718448653738486e-01,3.270235168423641259e+00,-1.520003035133916036e+01
2.196336329932146469e+01,7.863565590048772869e+00,1.569801090664982191e+00,-1.502423613540531555e+01,3.444229517518571271e+01
-2.795536773590913793e+00,-1.772855393394763013e+01,1.163197723909309111e+01,1.578329448022991777e+01,2.566330817449486545e+01
2.495709864020380309e+01,8.401847980408410521e+00,3.414298689755542071e+00,-4.476927693857211921e+01,2.142116301722234994e-01
6.126373817198166094e+00,9.616471741242730076e+00,2.618582556129664596e+01,6.182839351863500532e+00,-7.760609543465729843e+00
-1.138189100270501264e+01,1.403794436599652329e+01,2.855322096062005954e+01,1.879765884070386761e+01,2.242275958054786145e+01
-3.236238443811264176e+01,5.475337347988888048e+00,1.719418268315943266e+01,8.276598546987172789e-01,-3.647709510838728963e+00
8.389685619057587473e+00,-9.144195070232104428e+00,1.536559841866730114e+00,2.434232859747665501e+01,1.465064379494164370e+01
-3.605363797816946825e+00,-2.795873630210360261e+01,9.370113120775252824e+00,3.291483761151172249e+00,9.525372573453489977e+00
2.945430004603162644e+01,2.039832291662915509e+01,-1.683354168273864104e+01,-5.896389745295839369e+00,-2.000341091365769586e+01
2.757381410646594233e+01,5.335576539073526803e+00,2.278145128246740825e+01,-3.107272888562361146e+01,-6.853816016922960941e+00
2.587147073414320886e+01,4.451310248940916203e+00,7.227535022585405144e+00,-6.294120008773569808e+00,-1.595947698424844319e+01
2.426198945431977094e+01,8.850277367822418029e+00,-6.542883534410152621e-03,2.104415945613073191e+01,2.522850880539297957e+00
7.792178116896517182e+00,-1.901621815437643903e+01,9.538374665313464007e+00,-6.025061767355103015e+00,-1.837722940302272123e+00
1.931732454209732452e+01,6.049429414226954904e+00,-1.662341331994121063e+01,-1.456019402139899555e+00,5.368666011138230942e+00
1.701893258207761761e+01,1.317651532016835603e+01,-2.814624736392704918e+01,1.394418320618648721e+01,4.156538884428067071e+00
5.909885547285187890e+00,-1.538877292955967135e+01,4.600268134420597121e+00,7.797568195324553475e-01,5.523554305671263265e+00
1.693712394283983969e+01,-7.497135343278013231e+00,1.804396193040504315e+01,7.180381949147944809e+00,-5.661904935567154240e+00
-1.896791892730422191e+01,-2.803754496244251371e+01,-1.643059624099620919e+01,-7.723209461199466830e+00,3.534754847249335974e+00
-1.723681188273438991e+01,-2.953740133489271713e+01,-7.343316233269314708e+00,-1.728024109445708234e+01,1.103863190716698739e+01
-1.535973461795941652e+01,7.557813902231492520e+00,1.884978409179322156e+01,-4.176893298174136682e+00,-8.364173426022226465e+00
-3.124854601061621295e+01,-2.856673395279551286e+01,-2.159029984104605049e+01,-7.071768480900058051e+00,4.162515524324301275e+00
-4.676616429314166368e+01,1.700786406949513108e+01,9.164263584231572279e-01,-4.636416458047725619e+00,-1.195764784208577680e+01
-5.106172349237463948e+01,1.983405282576915596e+01,7.785373152865083135e+00,3.179707770928609234e-01,-8.907053966181406324e+00
1.054491639007951065e+01,-1.958297982576541685e+01,1.374058382027363123e+01,-2.007839140866160932e+01,-1.585287090869364057e+01
-4.112471149700542838e+01,1.718266022627912548e+01,1.463477502555059573e+01,-3.026462166588361313e+00,4.678691725735665052e+00
-4.353687911611888239e+01,1.981555325801408785e+01,-9.486749613134430881e-01,-8.398920654076089676e+00,-8.460626575333781929e+00
